Time,X,Y,Z
1448406644641.52,N/A,N/A,N/A,
219141.897142792,0.241897583007812,0.0062103271484375,-0.97760009765625,
219141.917101792,0.220932006835938,-0.006591796875,-0.981979370117188,
219141.937059792,0.228988647460938,-0.010528564453125,-0.974212646484375,
219141.956987792,0.235397338867188,0.005157470703125,-0.970718383789062,
219141.976946792,0.238388061523438,0.006591796875,-0.96484375,
219141.996904792,0.237457275390625,-0.0017242431640625,-0.964401245117188,
219142.016832792,0.238937377929688,0.0002593994140625,-0.97076416015625,
219142.036791792,0.240890502929688,0.0056915283203125,-0.97564697265625,
219142.056749792,0.236923217773438,0.0017547607421875,-0.97515869140625,
219142.076708792,0.234466552734375,-0.004150390625,-0.97076416015625,
219142.096666792,0.231918334960938,0.000732421875,-0.972198486328125,
219142.116625792,0.232376098632812,0.0061492919921875,-0.9755859375,
219142.136553792,0.233383178710938,0.004669189453125,-0.974136352539062,
219142.156511792,0.231948852539062,-0.004150390625,-0.97174072265625,
219142.176470792,0.2314453125,-0.002197265625,-0.972213745117188,
219142.196428792,0.234909057617188,0.0026702880859375,-0.966812133789062,
219142.216356792,0.236923217773438,0.002655029296875,-0.963394165039062,
219142.236315792,0.242965698242188,-0.000701904296875,-0.967361450195312,
219142.256273792,0.25653076171875,-0.009765625,-0.99737548828125,
219142.276201792,0.273971557617188,0.008697509765625,-0.961593627929688,
219142.296160792,0.238693237304688,-0.0443267822265625,-1.0499267578125,
219142.316118792,0.286575317382812,-0.066680908203125,-0.968032836914062,
219142.336077792,0.262893676757812,-0.048248291015625,-0.955047607421875,
219142.356005792,0.287765502929688,-0.0264434814453125,-0.972671508789062,
219142.375963792,0.31134033203125,-0.024566650390625,-0.944366455078125,
219142.395922792,0.265792846679688,-0.0292816162109375,-0.927017211914062,
219142.415880792,0.2706298828125,-0.014312744140625,-0.96661376953125,
219142.435839792,0.23712158203125,-0.024658203125,-0.983169555664062,
219142.455767792,0.264068603515625,-0.0126495361328125,-1.00135803222656,
219142.475725792,0.271469116210938,0.00115966796875,-1.0125732421875,
219142.495684792,0.253921508789062,0.0001373291015625,-1.01737976074219,
219142.515642792,0.244873046875,0.0073089599609375,-0.995742797851562,
219142.535601792,0.2186279296875,0.02972412109375,-0.992507934570312,
219142.555529792,0.220138549804688,0.0316009521484375,-0.977325439453125,
219142.575487792,0.242111206054688,-0.0194091796875,-0.956207275390625,
219142.595446792,0.244033813476562,-0.07330322265625,-0.960983276367188,
219142.615404792,0.25067138671875,-0.0861358642578125,-0.942001342773438,
219142.635332792,0.275222778320312,-0.078887939453125,-0.90631103515625,
219142.655290792,0.271682739257812,-0.0731353759765625,-0.888137817382812,
219142.675249792,0.27056884765625,-0.058868408203125,-0.8963623046875,
219142.695207792,0.283843994140625,-0.0259857177734375,-0.892791748046875,
219142.715135792,0.303695678710938,-0.006072998046875,-0.92706298828125,
219142.735094792,0.260879516601562,0.015045166015625,-0.966384887695312,
219142.755052792,0.197250366210938,0.0122528076171875,-0.959197998046875,
219142.775011792,0.213088989257812,-0.0225982666015625,-0.937469482421875,
219142.794939792,0.263397216796875,-0.045928955078125,-0.9334716796875,
219142.814897792,0.284332275390625,-0.030609130859375,-0.937408447265625,
219142.834856792,0.279052734375,0.000335693359375,-0.952362060546875,
219142.854814792,0.2764892578125,0.0077056884765625,-0.958175659179688,
219142.874742792,0.276565551757812,-0.003509521484375,-0.963638305664062,
219142.894701792,0.272171020507812,-0.0201416015625,-0.973526000976562,
219142.914659792,0.263534545898438,-0.0016632080078125,-0.955230712890625,
219142.934618792,0.265029907226562,-0.000244140625,-0.9459228515625,
219142.954546792,0.307846069335938,-0.0251312255859375,-0.933090209960938,
219142.974504792,0.326889038085938,-0.027374267578125,-0.952316284179688,
219142.994463792,0.326171875,-0.003692626953125,-0.978607177734375,
219143.014421792,0.3017578125,0.0422515869140625,-0.975723266601562,
219143.034349792,0.272476196289062,0.068603515625,-0.97686767578125,
219143.054308792,0.21533203125,0.071197509765625,-0.96282958984375,
219143.074266792,0.195541381835938,0.042999267578125,-0.935958862304688,
219143.094194792,0.211166381835938,0.029388427734375,-0.9444580078125,
219143.114153792,0.237136840820312,0.04034423828125,-0.952865600585938,
219143.134111792,0.24615478515625,0.0404205322265625,-0.958786010742188,
219143.154070792,0.23187255859375,0.011810302734375,-0.939300537109375,
219143.173998792,0.271392822265625,-0.0339813232421875,-0.878570556640625,
219143.193956792,0.39068603515625,0.021331787109375,-0.935684204101562,
219143.213915792,0.430984497070312,0.110733032226562,-1.01321411132812,
219143.233843792,0.379226684570312,0.127670288085938,-1.01673889160156,
219143.253801792,0.295501708984375,0.0693359375,-1.00001525878906,
219143.273760792,0.233489990234375,0.051849365234375,-0.991958618164062,
219143.293718792,0.234466552734375,0.0566864013671875,-0.981643676757812,
219143.313646792,0.248489379882812,0.0587005615234375,-0.979751586914062,
219143.333605792,0.256881713867188,0.0178375244140625,-0.944290161132812,
219143.353563792,0.23577880859375,-0.0358428955078125,-0.920516967773438,
219143.373522792,0.221771240234375,-0.096527099609375,-0.867446899414062,
219143.393450792,0.264541625976562,-0.109390258789062,-0.817794799804688,
219143.413408792,0.38116455078125,-0.0424652099609375,-0.931137084960938,
219143.433367792,0.52288818359375,0.0810394287109375,-1.0589599609375,
219143.453295792,0.546859741210938,0.150527954101562,-1.10076904296875,
219143.473253792,0.4580078125,0.049224853515625,-1.03579711914062,
219143.493212792,0.35076904296875,-0.064697265625,-0.926712036132812,
219143.513140792,0.329605102539062,-0.10443115234375,-0.8597412109375,
219143.533098792,0.339691162109375,-0.0465545654296875,-0.854522705078125,
219143.553057792,0.34893798828125,0.04730224609375,-0.88629150390625,
219143.573015792,0.376327514648438,0.126632690429688,-0.930999755859375,
219143.592943792,0.41412353515625,0.161712646484375,-0.9461669921875,
219143.612902792,0.453125,0.170364379882812,-0.970321655273438,
219143.632830792,0.477737426757812,0.104598999023438,-0.940505981445312,
219143.652788792,0.457473754882812,0.0101318359375,-0.900833129882812,
219143.672747792,0.427337646484375,-0.0435638427734375,-0.878982543945312,
219143.692705792,0.442367553710938,-0.0391845703125,-0.862869262695312,
219143.712633792,0.478668212890625,-0.0031890869140625,-0.87017822265625,
219143.732592792,0.482818603515625,0.03912353515625,-0.8919677734375,
219143.752550792,0.45550537109375,0.0679931640625,-0.903396606445312,
219143.772478792,0.440109252929688,0.054046630859375,-0.87841796875,
219143.792436792,0.424331665039062,0.0230255126953125,-0.868240356445312,
219143.812364792,0.404388427734375,0.0078125,-0.8814697265625,
219143.832392125,0.408340454101562,0.0109405517578125,-0.908401489257812,
219143.852350125,0.41424560546875,0.0218505859375,-0.923065185546875,
219143.872278125,0.402084350585938,0.03753662109375,-0.932693481445312,
219143.892237125,0.38946533203125,0.0487518310546875,-0.93206787109375,
219143.912195125,0.38897705078125,0.048248291015625,-0.929611206054688,
219143.932123125,0.39202880859375,0.0428314208984375,-0.923782348632812,
219143.952082125,0.391586303710938,0.0363922119140625,-0.914031982421875,
219143.972040125,0.401107788085938,0.03741455078125,-0.914077758789062,
219143.991968125,0.412643432617188,0.035980224609375,-0.910232543945312,
219144.011927125,0.422683715820312,0.033599853515625,-0.914215087890625,
219144.031855125,0.433761596679688,0.0277557373046875,-0.912353515625,
219144.051813125,0.442337036132812,0.0218658447265625,-0.90655517578125,
219144.071772125,0.432785034179688,0.0252532958984375,-0.906982421875,
219144.091700125,0.416595458984375,0.0448150634765625,-0.909210205078125,
219144.111658125,0.4119873046875,0.05657958984375,-0.91351318359375,
219144.131617125,0.410018920898438,0.05072021484375,-0.917465209960938,
219144.151575125,0.398101806640625,0.035491943359375,-0.921905517578125,
219144.171503125,0.396163940429688,0.0266571044921875,-0.922943115234375,
219144.191462125,0.42578125,0.0223388671875,-0.916259765625,
219144.211420125,0.437850952148438,0.0113983154296875,-0.959518432617188,
219144.231348125,0.408203125,0.015838623046875,-0.98577880859375,
219144.251307125,0.444747924804688,0.027099609375,-0.957489013671875,
219144.271265125,0.530044555664062,0.0138092041015625,-0.966842651367188,
219144.291193125,0.522598266601562,-0.0096435546875,-1.06101989746094,
219144.311152125,0.435928344726562,0.0341796875,-1.15481567382812,
219144.331110125,0.369247436523438,0.0339813232421875,-1.17308044433594,
219144.351069125,0.320175170898438,-0.033905029296875,-1.16836547851562,
219144.371027125,0.25555419921875,-0.105209350585938,-1.18170166015625,
